,id,condition,turn_id,seeker_post,response_post,label,value,Empathetic Intent,Empintent_score
3741,1780,no_system,10,yes,"Let me sum up our conversation so far. You are determined to reduce your procrastination because you think you can achieve more in your time. You see it as absolutely necessary to make a change, and you are perfectly ready to tackle this challenge. Your goal is to better fulfil your duties, which would make your life better. You have already tried strategies such as creating a plan and setting fixed times to fight your procrastination. Have I forgotten anything else?",IP_label,0,questioning,0.9992652535438538
3747,1786,framework,4,7,A 7. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,IP_label,0,questioning,0.9998620748519897
3748,1787,framework,5,"I'm already trying, but I can't always do it.",So you've already made some attempts. How does it feel if it doesn't succeed?,IP_label,0,questioning,0.9998668432235718
3749,1788,framework,6,Not good. I'm starting to ponder,It's understandable that you don't feel well after that. Do you think there have been times in the past when you've been less procrastination than now?,IP_label,0,questioning,0.999853253364563
3750,1789,framework,7,"Yes, from time to time. Whenever I was very motivated",What helped you in these times to stay motivated and to procrastinate less,IP_label,0,neutral,0.9836894869804382
3751,1790,framework,8,New or other tasks,It is remarkable how you can increase your motivation when faced with new or other tasks. Are there certain strategies or practices you have used in the past to prevent you from procrastinating?,IP_label,0,questioning,0.9998472929000854
3752,1791,framework,9,Yes,It's totally okay. It's possible that you already unconsciously apply strategies without recognizing them as such. Have you already thought about what you could do differently in order to procrastinate less,IP_label,0,agreeing,0.6931176781654358
3753,1792,framework,10,Searching for other tasks often,Let me sum up our conversation so far. That sounds like a good idea. You could try to specifically look for new or other tasks to increase your motivation and reduce procrastination. How could you integrate this strategy into your everyday life Have I forgotten something yet?,IP_label,0,questioning,0.9997727274894714
3759,1798,framework,4,8,An 8. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,IP_label,0,questioning,0.9998619556427002
3760,1799,framework,5,"I am already on a good path and don't look at my motivation by my own activity anymore at 10. Since I would have had a 10 at the beginning of the change rather. Since I am still convinced, I have chosen an 8.",Interesting. So you already see progress in your efforts to procrastinate less. Can you give me a concrete example in which you have successfully implemented this behavior?,IP_label,0,questioning,0.9998462200164795
3761,1800,framework,6,I always set small goals at work and reach them gradually.,That sounds like a good approach. How does it feel if you reach these little goals?,IP_label,0,questioning,0.9998249411582947
3762,1801,framework,7,"I feel good - it feels like a catalogue of ""Quests"" that are being processed.",That sounds very satisfying. Do you remember a time when you were more regular and consistent in your actions?,IP_label,0,questioning,0.9998483657836914
