,index,Sentence,labels
955,350," komisch, denn ich bin seit ""paar"" Tagen extrem Energy geladen, gut gelaunt, fühle mich wie ne Feder   heute kam auch schon die Antwort von einer möglichen Psychologin, bleibt nur noch zu hoffen, dass sie zu mir passt (oder ich zu ihr) und die Kasse da mitmacht ;)   ich weiß nicht was passiert ist, aber irgendetwas ist passiert.....",0
2440,2888, Laufe nur kurze Strecken und fahre am liebsten mit dem Roller vor das Geschäft.,1
6626,4041,Ich bleibe dran.,1
6037,1770,"Ich habe nicht Gewicht zu verlieren, aber ich habe es nicht erhöht.",0
897,1788," wärme,liebe,geborgenheit,hoffnung.",0
1623,4046, Aber ich esse höchstens 1 Frucht pro Tag.,2
5660,1065,Die Risiken einer Operation sind noch schlimmer.,0
8292,475,"Das ist nichts, was ich tun will.",0
4947,1520,Keine Fragen mehr.,2
985,1493,"  Morgen Zusammen,  mache mir Gedanken um mein Eßverhalten....",0
5558,4653,"Ich fürchte, wenn andere diese Nebenwirkungen nicht haben, bekomme ich sie auch.",0
5718,3283,Ich bin auf dem Weg nach Hause.,1
9502,4723,"Ich habe festgestellt, dass ich mehr für Lebensmittel in der Corana-Zeit.",0
6306,1443,"Dies ist der Punkt, an dem es gewesen ist, aber nicht dieses Mal, weil es nicht diese Marke geben wird.",0
8657,3390,Ich war zum ersten Mal seit drei Jahren in der Fldi-Klinik.,1
4629,1250,Es war sehr schlecht in diesem und letzten Monat.,1
1752,2997,  Ich werde es einfach versuchen und sehen was passiert.,2
4223,3591,"Ich weiß, was ich nehme und was ich nicht mache, aber schreibe es nicht auf eine Weise, die explizit ist.",1
6937,3610,"Im Bett ist es nicht möglich, eine Massagecouch zu haben.",1
390,960,"Mein Körper hat sich mitlerweile auch recht gut eingependelt und selbst wenn ich den Sprort mal 4-5 Tage ausfallen lassen und nur auf die Ernährung achte, purzeln die Kilos....",0
4516,250,Ich habe keinen Badeanzug.,0
5076,4408,"Ich sehe mich als starke Frau, weil ich all meine Ziele umsetze.",0
5735,414,Es gab eine Pause auf dem Salat.,1
9434,1843,Du fängst mit diesen Versuchungen an und kannst nicht aufhören.,0
3779,3772,"Ich benutze nur Ansätze von Binge Eating, weil ich in kurzer Zeit nicht viel esse.",1
2846,1711," essen dient mir nicht nur zum nähren,sondern auch um nicht fühlen zu müssen.",0
9364,573,Fett Körper ist nicht wünschenswert.,0
5309,2903,Ich liebe Auflauf.,0
6798,2516,"Ich habe nur gegessen, als ich hungrig oder gelangweilt war, weil es einfach gut schmeckt.",1
8310,2095,"Um abzuhauen, müsste ich unten sein, aber das kann ich nicht jeden Tag.",0
6598,2328,"Mein Körperfettanteil stieg von 55,5 auf 45,3.",0
3469,1584,  Ich habe jetzt seid fast vier Monaten meine Ernährung umgestellt und es geht mir super damit.,1
4605,93,Ich werde in die Zehner steigen und etwas Schönes mit dem Uhu machen.,2
6136,4003,"Ich esse, wenn ich will.",0
6317,4278,Auch wenn es mir erlaubt ist oder nicht.,2
180,850," Warum ich all die Monate keine Punkte gezählt habe, Ramona, wieso gibt es eigentlich keinen Schweinhundsmilie?",1
7351,2743,"Der menschliche Körper wurde nicht entwickelt, um auf lange Sicht von Ops überlistet zu werden.",0
7125,104,Es gibt viele DICKEZEIT-Erinnerungen in meinem Kopf.,0
7993,3479,Ganz ruhig und genießen.,1
6581,1510,"Ich gehe nicht gern ins Schwimmbad, wenn Leute mich beobachten.",0
1878,2474," (Klar, er muss ja auch nicht mit den Folgen leben.",0
2039,3850,"  Nun gilt es also, die Baustellen zu minimieren und somit der gesunden Ernährung mehr Platz zu geben.",2
272,202,"   Hallo ihr beiden - ihr habt ja recht - ich weiß ganau wo der Hase begraben liegt - ich denk, die guten Seiten an mir verstecken sich hinter meiner imensen Fett(Schutz)hülle, so dass ich sie gar nicht sehen kann - oder will...",0
8211,2568,"Nach anderthalb Wochen war etwas mehr als 1 Kilo weg und jetzt nach weiteren anderthalb Wochen sind über zwei Kilo drauf, obwohl ich gefriert habe.",0
2584,595,  ich bin nur noch gefrustet die waage geht nicht nach unten...,0
4216,4127,Ich bekomme immer noch Lust am Abend.,0
3078,2247," Es ist für mich kein Kampf, kein ""Durchhalten"", kein Verzicht.",0
6194,1701,Früher kniete ich in der Hüfte in der Schulter.,0
3286,1608,  Also seid drei tagen nehme ich jetzt abends dieses eiweißshakezeugs.,1
2253,1472,"  Und das ohne Essen,ich habs ausgehalten, und es war gar nicht schlimm.",0
2209,1904,   Mein Gewicht geht wieder runter.,0
8540,96,Ich habe noch einen weggenommen.,1
1461,2005," Das bedeutet konkret, dass ich auf Süssigkeiten immer Suchtgefahr besteht, oder grosse Portionen mich zum Junkie werden lassen.",0
4854,497,"Ich habe meine Diät erst geändert, wenn es gut funktioniert hat.",1
2736,558," In der Zeit vergeht dann aber auch mein Hunger, denn ich trickse mich selber aus.",1
4172,2734,Ich genieße Eis genauso wie die nächste Person.,1
4118,3062,Einen Monat nach OP ging es 32 Kilo.,1
4909,2826,"Sie hat Stress und überzeugt mich immer, zum Essen zu gehen.",0
4562,3526,"Ich habe Probleme, wenn ich nicht schlafen kann, weil ich einen leeren Magen habe.",0
1727,438,"  Ich habe in 10 Jahren nichtmal geschafft 35 kg abzunehmen, und es zu halten.",0
8672,3531,Um meine Freizeit zu meinem Vorteil zu nutzen.,0
6021,4558,"Er sagte, dass es sein würde, weil ich in einer Depression bin und mir nichts bedeutet.",0
9693,4586,"Ich bin froh, dass die Bar nicht ganz war.",1
4269,1004,"Vielleicht der Gedanke, nicht genug zu tun.",0
8342,2310,"Ich habe es programmatisch gemacht, und ich frage mich, ob ich zu dumm bin, um Gewicht zu verlieren oder ob es weiter gehen wird.",0
1326,3997,"  Da ich kein Sättigungsgefühl habe, werde ich immer mal wieder tage- bzw wochenweise Kalorien zählen, um den Überblick nicht zu verlieren und die Liste so genau wie möglich zu halten.",2
1298,4619," Jedenfalls kann ich zur Zeit nicht auf meine tägliche Ration Süßigkeiten verzichten, und wenn ich mal angefangen habe, ans Essen zu denken, bekomme ich es auch schlecht wieder aus dem Kopf.",0
1604,1701," einmal weil ich schmerzen habe,in den knieen in der hüfte in der schulter...",0
4778,1948,Seit dem Anstieg war sie die ganze Zeit bei mir.,0
3203,2495," Es ist einfach toll, den zweiten Bissen Dessert nicht mehr zu brauchen, aber von dem einen einfach so zufrieden zu sein, als hätte ich das ganze verputzt.",0
4669,3639,"Nicht Kuchen, Schokolade, Eis essen.",1
4285,1935,Die gespenstischen Liebesgrüsse haben nicht alles in sie gelegt.,0
5977,295,"Ich mache Joghurt zum Abendessen, weil mein Mann nicht an seinen normalen Tisch geht.",2
8089,4459,"Nach meinem neuen Arzt, wenn ich Gewicht verlieren, können wir in der Lage, schneiden oder zu beseitigen einige Pillen.",0
8039,3346,Eine fettleibige Person ist sehr zufrieden mit dieser Leistung.,0
3892,4393,"Ich bin immer noch nicht bereit, etwas zu tun.",0
4318,2213,"Ich will, dass du geduldig bist.",0
9476,1209,Ich könnte mit ein paar Dingen anfangen.,0
9591,1599,"Ich kann nicht bei meinen Sachen bleiben, wenn ich abends esse.",0
2581,3472, Und wie ich es will!,0
3052,2851,"   In den letzten zwei Wochen habe ich viele Dinge aufgearbeitet, die ich schon länger in Angriff nehmen wollte.",1
7233,1489,"Ich sehe es, ganz zu schweigen.",0
4122,3341,Die Zellen von 156 Kilogramm wollen nach Nahrung schreien und nicht ausgelassen werden.,0
9531,2916,In den letzten Tagen habe ich mich verändert.,1
5265,2436,Wir danken Ihnen für Ihre Annahme.,0
3843,2979,Ich kann mich schlagen!,0
8015,471,Ich kann den Rest des Tages eine Therapie machen.,0
2315,3458,"  Vielen lieben Dank    Ja das wünsche ich mir auch, dass es so weiter geht ...",0
9699,2677,Ich muss mit meinem Hausarzt darüber sprechen.,0
5625,2017,Nach der Heilung hatte ich einen Termin mit dem einzelnen Ernährungsberater.,1
1169,3566,  Mein Vorsatz lautet jetzt erstmal wieder 4-5 Stunden zwischen die Mahlzeiten bringen.,2
6071,3551,Ich konsumiere viel Wasser.,1
4705,3284,Ein nordischer Mensch geht.,1
3004,1117,"  (Weiß, dass das wohl nicht die beste Methode ist, aber ich werde versuchen, so lange es geht, durchzuhalten!",2
3421,2129, tu´s aber nicht.,1
7630,1931,"Ich habe mich selbst missbraucht, damit ich den Schmerz nicht spürte.",0
8468,918,"Zwischen einem Stück Putenwurst, wenn es nicht mehr oder ein paar Weintrauben, oder so etwas.",1
9031,2493,"Dafür bin ich dankbar, aber weniger ist mehr für mich.",0
4766,20,"Ich denke, mit dem Magenband oder den Bypasses ist es schon eine gute Hilfe, aber wenn einige Dinge abrutschen oder wieder rauskommen, ist es vorbei.",0
5235,306,"Ich werde meinen nächsten Termin haben, wenn ich fertig bin, an dem Plan zu arbeiten.",1
857,4295, AZ werde ich da vermutlich auch nichts finales für mich entscheiden.,2
4770,1278,Ich habe mein Gewicht in den letzten 3 1/2 Jahren erhöht.,0
1318,1947,  Und ja ich werde die SHG nächsten Monat besuchen.,2
8849,1828,Ich werde es wieder tun.,2
6208,4116,"Es ist so repariert, dass ich nichts anderes tun kann, als vor dem Fernseher zu sitzen.",0
236,1823," ich hab das gefühl der körper oder wer auch immer,gibt nur dann was her,wenn er bereit ist,was gehen zu lassen.",0
9083,68,"Ich war verärgert über Berichte von Magenbandern, die nach einigen Jahren eine zweite Band brauchen, die mir jetzt passieren kann, und dann brauchen sie eine Operation, die für mich immer noch zu riskant ist.",0
1139,2436, Glückwunsch zu Deiner tollen Abnahme  wir schaffen das ,0
6506,4275,"Es ist traurig, wenn ich wieder an Gewicht zu gewinnen, aber die Skala zeigt weniger, so bin ich glücklich.",0
7986,2757,"Ich bevorzuge, ein dauerhaftes Gefühl des Hungers zu haben und viele meiner Gedanken sind über das Warten auf Nahrung.",0
7857,3392,Es wird sehr langsam sein.,0
3342,3416," Auch wenn ich ohne einen Partner alt werden muss und ohne großes Einkommen, kämpfe ich weiter.",2
2030,2840,   Ich bleibe natürlich dran an meinen Beinen - so kann es auch nicht bleiben.,0
3636,642," nie wieder zählen, Sorgen über Gegessene machen, Sorgen über jedes Gramm mehr, oder weniger..",0
8431,1853,"Ich möchte Gewicht verlieren, weil ich gebrochene Knochen habe und Schmerzen habe.",0
5511,2654,Ich versuche am Abend viel zu essen.,1
8266,2107,"Das Essen ist köstlich, aber es übt nicht mehr den Charme, den es früher hatte, an diesen außergewöhnlichen Tagen.",0
7818,3691,"Warum sollte ich mit weniger zufrieden sein, wenn ich don 't Diät?",0
7301,474,"Wenn ich keinen Psychologen brauche, werde ich ihn nie wiedersehen.",2
499,1404," Ich bin es wert,mich so zu fühlen und mich soll der Teufel holen,wenn ich das je wieder vergesse.",0
731,436,"  und bis jetzt stimmt es ja, das einzige was nicht mehr stimmt letzter Zeit sind meine wirkliche Kalorien, anscheinend hat mein Magen sich geschrumpft oder keine Ahnung, aber ich komme mit Mühe manchmal auf die verlangten Kalorien, und manche sagen, : nimmst du zu wenig Kalorien zu sich nimmst du nicht ab..",0
2508,1931," ich hab mich verunstaltet mich mißbraucht und mich mißhandelt, nur um diesen schmerz nicht fühlen zu müssen.",0
6830,3617,Ich laufe nicht gern länger.,0
4033,4236,Und es wird den Job machen.,0
1171,2158," Ich bin zwar eine von denen, die denkt, wenn ich mir etwas ganz versage geht der Schuss vielleicht nach hinten los.",0
8709,2425,"Niemand kann mir helfen, mich zu ändern, weil ich derjenige bin, der es muss.",0
6969,2404,"Es ist immer der Gedanke daran, es zu machen, dass Sie die Operation wollen.",0
5055,2888,Laufen Sie nur kurze Strecken und fahren Sie einen Roller.,1
6703,1916,Ich habe wegen meines Gewichts ein Problem mit meiner Kolumne.,0
1010,4142,"  Ich will auch endlich ein Stück von dem Kuchen, dem ""schlank-sein-Kuchen"".",0
3972,3075,Es wird besser nach dem Druck.,0
7614,2266,"Wenn mich jemand zu etwas drängen will, dann tue ich es jetzt nicht, und wenn es gut für mich wäre, würde ich es nicht tun.",0
8919,1783,"Es war das erste Mal, dass ich nach dem Essen traurig war.",0
8106,3881,Mir geht's auch gut.,1
585,1572,   Trotz der diversen Ernährungsumstellungen hat sich bei mir irgendwie doch immer alles um das ESSEN gedreht.,0
3837,12,"Ich ging zu meinem ersten Termin, nachdem die Bekehrung vom Arzt abgelehnt wurde.",1
3425,3371, Über den Winter habe ich mich so viel mit Ernährung beschäftigt...,1
5433,530,Ich bin gerade irgendwie unruhig.,0
2574,654, Und auch wenn ich mir den Bauch nur mit Gemüse vollschlage.,0
7804,887,"Ich habe meine Ernährung komplett nach einer Ern Beratung im letzten Jahr, und jetzt nur Brot essen, Nudeln und Wasser und trinken mindestens 2 Liter Wasser pro Tag.",1
8614,1630,"Wie lange halte ich jetzt, wo ich zu denken beginne?",0
7183,1166,Es gibt mehr an Lebensqualität als Lebensmittel.,0
1096,1797, Denn leider spielt mein Kopf nicht mit!,0
3093,445,"  Theoretisch wissen wir doch alle, wie das Abnehmen geht!",0
1770,817,müde...,0
5554,33,Viele Sportarten waren wegen der Gewichtszunahme unmöglich.,0
3507,1257,Ich tu mich echt schwer an den ganzen leckerein vorbei zu gehen im moment...,0
9657,2204,Ich bin diesbezüglich nicht mehr positiv.,0
2939,2105, Klar zum einen durch die purzelnden Kg aber ich denke auch durch die Umstellung auf gesunde immer frische Lebensmittel.,0
7825,3762,"Ich höre die Notwendigkeit zu essen, auch nach dem Bad und Musik ist vorbei.",0
1374,1453,"  Ich habe aufjedenfall jetzt 6 Wochen rum und ich bin sehr,sehr zufrieden mit meiner Abnahme und meiner Ernährung.",1
1173,4057,"  Nach vielen nicht zu Ende geführten Abnehm Versuchen, auch genannt""Diäten die nicht klappten"" hörte ich  auf mir zu wünschen schlank zu sein, sondern wollte es einfach.",1
7751,2945,Am nächsten Tag...,2
4345,1881,"Ich will manchmal Schoki saugen, aber ich glaube nicht, dass ich es hin und wieder tun will.",0
8803,1131,"Du musst es so machen, nicht wahr?",0
6390,4172,Damit bin ich mehr als zufrieden.,0
3143,3056,    Nicht für viel Geld würde ich da noch mal hingehen.,2
7464,4280,"Das wird schwierig sein, anstatt ""das wird hart sein"".",2
2955,2342, Minimale Abnahme am Unterbauch...,0
4845,3280,"Ich fühle mich, als wäre ich endlich angekommen, und das ist okay für mich.",0
1790,1230," Genau das macht meine Mutter, und wie Bereits zu kissi geschrieben, Lektion gelernt und ich portionier meinen Teller demnächst selber.",2
4799,583,Der Tag wäre vorbei.,1
1015,4458, Also bin ich recht konsequent.,1
262,898,"  das schlimme ja noch dabei ist, dass ich meistens dann auch Sachen esse die ich sonst nicht mal angucke..",0
5967,2257,"Du kannst nicht mit dem Kopf zurücksteuern, wenn die Spirale nach unten dreht.",0
7108,3057,"Ich bin sicher, dass ich zurück zu alten Essmustern gehe und dass ich einer der Menschen bin, die mit den Grenzen eines Röhrenmagens leben müssen.",0
4529,55,"Ich kann zu einer Heilung gehen, Verhaltenstherapie machen und Übungstherapie.",0
943,569,  Ich verstehe nur nicht warum man sich selber nicht so in den hintern treten kann um alles komplett neu um zustruckturieren?,0
6219,1137,Ich gehe zu einer Veranstaltung.,1
5555,4659,"Ich denke, es ist in Ordnung, aber ich weiß meine Situation nicht wirklich zu schätzen.",0
3644,4011,"  Ich kann beim Malen so richtig entspannen und denke nicht mal ans Essen, was ja positiv ist.",1
5363,492,"Selbst wenn du etwas dünn bist, kannst du Akrobatik machen, die du nicht als fetter Kerl tun kannst.",0
8243,2369,"Immer auf und ab, über Stöcke, Steine und Bäume.",1
5964,1526,"Ich schwimmte nur eine Stunde, aber danach war ich so gebrochen, dass ich nicht mehr schwimmen konnte.",1
3904,3679,Ich bin wieder in der Schule.,1
2670,518," Wir versuchen, wenig Schweinefleisch zu essen, dafüt mehr Fisch und Geflügel, viel Gemüse und Rohkost (mein Mann macht die Ernährungsumstellung super mit und unsere Tochter (8 Jahre) merkt sie fast gar nicht).",1
1202,4448," Seit ich meinen neuen Psychiater habe, mache ich wieder das Intervallstasen und konnte schon wieder 2 Kilos abgenommen.",1
4433,1999,Ich würde gerne an etwas arbeiten.,0
8643,640,Es ist so langweilig wie möglich geworden.,0
2566,3059," Aber wenn ich das (so einfach) könnte, dann hätte ich es ja schon längst getan :(.",0
6851,264,"Ich brauche die Macht, die ich im Haus und in der Familie habe.",0
9646,2759,"Wenn es so langsam bleibt, wie lange wird es dauern?",0
2927,1663, An dem Abend noch 4 Scheiben Brot....,1
5264,3082,Das würde auf keinen Fall passieren.,2
1023,2204, Dadurch geht es mir inzwischen jedoch gar nicht mehr gut.,0
1615,1099,"  Daraus resultiert das ich mich dahin bewegen muss, einfach weils mir Zeit spart, was da ich in Arbeit bin ein bestimmender Faktor geworden ist um Arbeit, Training und Hobby unter einen hut bringen zu können.",1
9616,4710,Es kann einfach wieder klicken.,0
4156,2173,Nach einem Jahr ohne Operation verlor ich 60 Kilogramm und kämpfte um mein Traumgewicht.,1
6220,1137,Ich schaue mir Sport an.,1
3,1503," Mein Gewicht steht so rum und ich finde, es könnte noch etwas mehr runter gehen...",0
7126,104,Es gibt viele DICKEZEIT-Erinnerungen in meinem Kopf...,0
8932,3758,"Es ist schön, wenn das Leben gut ist.",0
5031,3759,"Man kann Stress nicht vermeiden, weil man nicht immer die Kontrolle darüber hat.",0
5881,2002,"Am Morgen esse ich Brot, Aufschnitt, Käse, Pasta und Kartoffeln und am Nachmittag esse ich Salat mit Truthahnfleisch oder nur Fleisch und Gemüse.",1
2873,2321,"  Heute vor genau 6 Monaten habe ich beschlossen, dass ich mich operieren lassen möchte.",1
2276,3809,"  Tagsüber auf der Arbeit komme ich prima fast ohne Essen aus (Ablenkung) aber auch bei mir ist es abends so, dass alle Gedanken nur noch um das Essen kreisen!!",0
4303,986,Ich mag nicht viele Orte.,0
8040,3346,Das ist eine Leistung für eine fettleibige Person.,0
7816,71,"Ich habe mehrmals Gewicht mit WW verloren und ich denke, es ist gut für Leute, die nicht ab und zu aufgeben müssen, weil es wirklich für sie geeignet ist.",0
8950,4188,"Ich werde mehr laufen, wenn es keinen starken Regen gibt.",2
7358,2774,Ich bin abhängig von einem emotionalen Kopfhunger.,0
