,Sentence,labels
21152," Ich werde mich bemühen, gesund zu ernähren.",2
23125, Ich möchte gesünder leben und weniger Stress haben.,0
7365, Ich bin immer hungrig und muss einfach essen.,0
20893," Ich muss eine Einstellung ändern, wenn ich das wirklich schaffen will.",0
1528," Wenn ich mich bewege, werde ich schneller fett.",0
19753," Ich habe einige Sachen ausprobiert, aber sie funktionieren nicht.",0
18809, Ich möchte gerne ein paar Pfunde verlieren.,0
7223, Ich bewege mich mehr und esse weniger.,0
8323," Ich habe ein paar Sachen ausprobiert, aber ich habe nicht wirklich die Ergebnisse erzielt, die ich mir vorgestellt hatte.",1
10643, Hallo!,0
3261," Ich will aber nicht, dass es zu viel kostet oder Zeit in Anspruch nimmt.",2
19378," Ich habe aufgehört, so viel zu essen.",1
15523," Ich denke, weil ich mich nicht wirklich darauf konzentrieren kann.",0
1611, Ich habe eine sehr gute Selbstkontrolle.,0
4604," Ich habe einfach keine Zeit, mich zu kümmern.",0
17761, Ich muss abnehmen.,0
15651," Was muss sich ändern, damit du mit der Gewichtskontrolle besser zurecht kommst und das Abnehmen dich weniger anstrengt?",0
21487, Ich habe meine Ernährung umgestellt.,1
17512," Ich weiß nicht, wie ich das machen soll.",0
5001, Ich bin ein ,0
6733, Ich möchte mein Gewicht halten.,0
8894, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
6216," Ich habe auch viele Diät- und Abnehmprogramme ausprobiert, die schon lange nicht mehr funktionieren.",1
11148, Ich bin einfach zu faul dafür.,0
20092," Ich bin kreativ, ich kann mich auf neue Ideen einlassen.",0
1057, Ich trinke viel Wasser und mache regelmäßig Sport.,1
8561, Ich möchte ein gesünderes Gewicht haben und mehr Energie.,0
5871, Ich will mich an eine gesunde Ernährung halten und mich regelmäßig bewegen.,2
7529," Ich freue mich darauf, weniger zu wiegen, weil ich dann mehr Energie habe.",0
15365," Ich kann mich anstrengen, um mein Gewicht zu reduzieren.",0
12296," Ich will eine wohlproportionierte Figur, die sich gut anfühlt.",0
2944, Ich möchte eigentlich nicht abnehmen.,0
13585, Ich will fit sein und einen gesunden Lebensstil pflegen.,2
387, Ich habe viel zu viel Gewicht zugelegt.,0
8665, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
4023, Ich nehme auch keine Zigaretten und Alkohol zu mir.,0
7137," Ich glaube, dass ich dann auch ein besseres Gefühl von Energie haben werde.",0
22459, Ich möchte einen besseren Körper haben.,0
13778, Ich würde mehr Selbstvertrauen haben.,0
25535, Ich muss mehr Sport machen.,0
20414, Ich möchte meine Ernährung umstellen und mein Körpergewicht halten.,0
16884," Ich gehe auch schwimmen und ich habe auch eine gute Beziehung mit meiner Familie, die mich unterstützt.",1
24403, Ich bin ziemlich viel gelaufen.,1
21334, Und ich will einfach nur gesund essen.,2
9614, Ich habe mich auf die Ernährungsumstellung konzentriert.,1
19962, Ich brauche eine gesunde Ernährung.,0
1346," Ich wünsche mir einen Körper, der mich nicht so sehr belastet.",0
19197, Hallo!,2
6610," Ich nehme mir immer wieder vor, dass ich abnehmen muss, aber ich komme einfach nicht dazu.",0
19396, Deshalb habe ich versucht mit dem Rauchen aufzuhören.,1
8213," Der Urlaub ist in ein paar Wochen, da möchte ich schon ein paar Pfunde verlieren.",2
19674, Ich will das ich nicht mehr so viel essen muss.,0
11293, Ich würde mich in meinem Körper nicht mehr wohl fühlen und auch eine gesundheitliche Beeinträchtigung haben.,0
1435, Ich muss mehr Obst und Gemüse essen.,0
7943, Hallo!,0
5810, Ich werde eine Diät machen und mich bewegen.,2
20287, Ich möchte mein Gewicht reduzieren und einen gesünderen Lebensstil führen.,0
10900, Ich habe mich fett gefühlt und ein schlechtes Körpergefühl gehabt.,0
19593, Ich will abnehmen.,0
11441," Ich muss erkennen, dass ich mich ändern kann.",0
4553, Ich möchte mehr Kontrolle über meine Ernährung.,0
18289, Hallo!,1
4448," Ich esse jetzt viel weniger Fertigprodukte, und ich esse auch viel weniger Süßes.",1
7761," Ich möchte weniger essen, aber nicht hungern und auch nicht dauernd auf Kalorien achten.",0
2683, Ich muss mehr Sport treiben.,0
3922, Wie meinst du das?,0
6577," Ich hoffe, dass ich mich dann fitter fühle.",0
22564," Ja, das würde ich gerne wissen.",0
8107," Ich möchte ein paar Tage lang weniger essen, aber dafür mehr Sport machen.",2
15022, Ich kann nicht mehr klar denken.,0
11152, Ich will nicht mehr abnehmen.,0
16626," Ich habe mich mit Gewichten und anderen schweren Dingen gequält, bis ich blutete.",1
371, Ich weiß es nicht.,0
24764," Ach, ich weiß nicht, ich habe mir schon Gedanken darüber gemacht.",0
20071," Ich esse, wenn ich das Bedürfnis habe, etwas zu essen.",0
14347, Hallo!,1
12618, Ich habe aber nur eines probiert und es war sehr lecker.,0
25678, Ich möchte meinen Kaffeebecher aus der Hand legen.,0
12956," Ich habe gerade eine dicke Wohnungsrenovierung hinter mir, deshalb habe ich ein bisschen zugenommen.",0
4662, Ich möchte gerne mehr Sport treiben.,0
5404," Ich weiß, dass ich mein Essverhalten ändern muss, aber es fällt mir so schwer.",0
23590, Ich würde gerne schlanker sein.,0
16679,""" Ich habe gesagt: ""Ich bin zu dick.",1
23977, Ich werde mehr Sport treiben und mich gesünder ernähren.,2
24047, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,1
13508, Hallo!,0
23454," Ich würde es wollen, weil ich mich nicht wohl in meinem Körper fühle.",0
18173, Ich habe mich bei Weight Watchers angemeldet.,1
1318, Ich wünsche mir eine gesunde und schlanke Figur.,0
12331, Ich will eine schlanke Figur.,0
24583, Ich möchte einfach nur mehr auf mein Gewicht achten.,0
418, Aufgrund meiner Ernährungsgewohnheiten und meinem geringen körperlichen Aktivitätslevel steigt mein Gewicht immer wieder an.,0
25868, Ich werde bei meinem Essverhalten eine ausgewogene Ernährung und bei meinem Bewegungsverhalten regelmäßig Sport treiben.,2
15344," Welche Möglichkeiten siehst du, um etwas gegen dieses Gefühl der Anstrengung zu unternehmen?",0
19711," Ich kann mich an die fünf Punkte halten, die ich Dir gerade erklärt habe.",0
22383, Ich möchte einfach gesünder leben.,0
14704, Ich habe wenig Zeit.,0
23607," Ich will abnehmen, weil ich mich nicht wohl fühle.",0
19243," Ich habe mich schon oft auf Diäten eingelassen, aber das hat mir nie wirklich geholfen.",1
10899," Ich habe mich schlecht gefühlt, weil ich wenig Energie hatte und nicht so viel essen konnte wie ich wollte.",0
21931, Ich will einfach nur mehr Lebensqualität.,0
25072," Ich will auch nicht mehr so viel essen, wie ich es jetzt tue.",0
10980," Ich habe mir vorgestellt, dass ich mein Gewicht nie wieder loswerde.",0
19682," Ich habe schon so viele Diäten ausprobiert, aber nichts hilft.",0
4811, Ich habe immer viel zu wenig Zeit dafür.,0
23540, Ich würde gerne nicht mehr so viel essen.,0
9678," Ich habe mir ein paar Bücher und Videos gekauft, um mehr über Ernährung zu lernen.",1
8159, Wir wollen uns auf unserem Weg ein paar nette Orte anschauen.,2
4355," Ich habe mich dazu durchgerungen, meine Wohnung zu entrümpeln und aufzuräumen.",1
6632," Ich bin glücklich, wenn ich abnehme.",0
8563," Ich will nicht mehr so viel essen und das Gefühl haben, dass ich abnehmen kann.",0
7955, Ich bin zu dick und möchte gesünder leben.,0
4901, Ich könnte mehr Sport treiben.,0
14766, Ich habe nicht die geringste Lust auf Sport und ich habe einfach keine Zeit für den Haushalt.,0
17956, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
17096," Ich fühle mich unsicher, weil ich gerade ein paar Pfund zugenommen habe.",0
21631," Ich habe vor, ein paar Schritte zu gehen.",1
2215," Ich habe es versucht, aber nichts funktioniert.",0
6595, Schokolade.,0
4162," Ich habe mich dazu entschlossen, morgens keine Kohlenhydrate mehr zu mir zu nehmen.",1
23524," Ich will nicht so viel essen, dass ich zu viele Kalorien zu mir nehme.",0
8143, Ich will eine Woche lang jeden Tag einen Spaziergang machen.,2
25172," Ich habe ein paar Pfund zu viel und es ist schwer für mich, mich zu bewegen.",0
12658," Ich möchte abnehmen, aber ich habe keine Zeit für Sport.",0
7496," Ich freue mich darauf, die Kontrolle zu haben und mein Leben selbst in die Hand zu nehmen.",0
3162," Ich werde mehr Sport machen, mein Essen ausgewogener zu gestalten und mich nicht mehr so viel zu kontrollieren.",2
2856," Dieses Ziel habe ich mir vorgenommen, weil ich vor einigen Jahren eine Herzmuskelentzündung hatte.",0
10122," Wenn ich mein Gewicht erfolgreich reduzieren kann, würde ich nach einem Tag ein besseres Körpergefühl haben.",0
3658," Ich habe versucht, meine Ernährung umzustellen und Sport zu treiben.",2
10914," Ich habe mich schlecht gefühlt, weil ich nicht Dein Idealgewicht erreichen konnte.",0
8891, Ich habe schon viel probiert und immer wieder die gleichen Fehler gemacht.,0
15417, Ich habe keinen Appetit.,0
17218," Okay, das ist eine gute Frage.",0
14404," Ich habe mein Gewicht reduziert, indem ich täglich eine Stunde Sport gemacht habe.",1
22551, Ich will meine Gesundheit verbessern.,0
7899," Ich habe das Gefühl, dass ich das alleine nicht schaffe.",0
7472, Und ich möchte auch selbstbewusster sein.,0
23835," Das ist der einzige Fehler, den ich machen könnte.",2
22935," Ich habe Diäten gemacht, Sport getrieben, mich mit Freunden und Familie darüber unterhalten, mich aufgeregt, geweint, in Selbsthass und Depressionen geschwelgt.",0
6881, Ich möchte mehr Sport treiben und das ist mir auch schon gelungen.,0
6478," Ja, ich habe einige Verhaltensweisen umgestellt.",1
24113, Ich wiege mich mehrmals pro Woche.,1
3848," Ich habe einen Blog, in dem ich meine Erfahrungen teile.",1
13228, Ich möchte ein besseres Bild von mir haben.,0
12665, Ich kann mehr Sport treiben.,0
22866, Ich kann meine Ernährung umstellen.,0
19835," Ich werde mein Essverhalten ändern, wenn ich die richtigen Informationen habe.",0
9335, Hallo!,2
20070," Ich esse, wenn ich Durst habe.",0
4124, Ich habe die Portionen verkleinert.,1
23445," Ich muss abnehmen, weil ich sonst sterbe.",0
505, Ich bin unzufrieden mit mir und meinem Körper.,0
1444, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
22071, Ich werde morgen mein Abendessen mit einem Glas Wasser beginnen.,2
1358," Ich möchte einen Körper, der mehr Energie hat.",0
18358," Meine Frage ist: Wie kann ich meinen Körper schneller dazu bringen, Fett anzusetzen?",1
15803, Hallo!,0
22679, Ich könnte meine neue Ernährungsplanung in Angriff nehmen.,0
21170," Ich werde einen Ernährungsplan erstellen, der sich an meinen Bedürfnissen orientiert.",2
10617," Auch wenn ich eigentlich nicht so viel Essen wie ich es tat, es war immer zu viel.",0
10515," Ich habe das Gefühl, dass ich sehr gut mit meiner Ernährung umgehen kann.",0
20973, Ich habe mir dazu den Satz gebastelt: „Ich bin bereit für mein gesünderes Leben“.,0
8762, Ich muss mit dem Rauchen aufhören.,0
2016," Ich möchte abnehmen, weil ich für meinen Job gesünder sein will.",0
24151, Hallo!,1
20881, Ich habe eine Idee!,0
5469, Ich möchte mehr Kontrolle über meine Essgewohnheiten gewinnen.,0
10990, Ich bin ein Versager.,0
18398, Ich will mehr Sport machen.,0
699, Ich habe auch viel Sport getrieben.,1
9213," Ich werde ein paar Tage lang jeden Tag eine halbe Stunde laufen und dann wieder zurückfahren, um ein gesünderes Leben zu führen.",2
9047, Ich werde meine Gewichtszunahme stoppen und abnehmen.,2
6199," Was hast du bisher getan, um dein Gesundheitsverhalten besser einschätzen zu können?",1
6526, Ich habe meine Ernährung umgestellt und auf eine gesunde Ernährung umgestellt.,1
25550," Ich möchte gerne wieder mehr Sport machen, dann würde ich auch abnehmen.",0
23402," Ich bin ein großer Fan von dem Motto „Das Leben ist zu kurz, um schlecht auszusehen“.",0
12239," Außerdem will ich mehr Kraft haben, um meine Ziele zu erreichen.",0
9623, Ich habe mein Essverhalten durch eigene Aufzeichnungen untersucht.,1
4425, Ich habe mein Essverhalten umgestellt und ernähre mich jetzt gesünder.,1
20337, Ich möchte einfach schlanker werden.,0
17724, Ich muss ein paar Kilo abnehmen.,0
7822, Ich will endlich eine bessere Kontrolle über meinen Appetit bekommen.,0
16130," Ich habe schon ausprobiert, weniger zu essen.",0
11034, Ich habe keine Ahnung.,0
2258, Ich weiß nicht wie ich mein Gewicht reduzieren kann.,0
12134, Ich esse auch viel seltener Fast Food.,1
19619, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
9041, Ich werde meine Ernährung umstellen und mehr Sport treiben.,2
24415," Ich bin in der Regel drei Mal die Woche joggen gegangen und habe das Laufen aufgegeben, wenn ich mich nicht mehr fit gefühlt habe.",1
7092, Wie kann ich Gewicht verlieren?,0
5312," Ich möchte einen gesünderen Gewichtszustand erreichen, weil ich dann wieder mehr Energie habe und gesünder lebe.",0
25187, Ich möchte nicht mehr so viel essen.,0
19143, Ich werde mehr Obst und Gemüse essen.,2
18087, Hallo!,0
4001," Meine Fähigkeiten sind, dass ich mir selbst und anderen ",0
12517," Ich bin nicht so sehr darauf aus, mein Gewicht zu reduzieren, aber ich möchte ein besseres Körpergefühl bekommen.",0
24545," Ich möchte abnehmen, ohne dass es mir schlecht geht und ich möchte gesünder essen.",0
10117, Ich würde mich besser fühlen.,0
5151," Ich kann aufhören zu essen, sobald ich satt bin.",0
1108, Ich möchte gerne abnehmen.,0
6493, Ich habe auch einige Verhaltensänderungen in Bezug auf Ernährung vorgenommen.,1
9510, Ich bin hier um Dich auf deinem Weg zu einem gesünderen Gewicht zu unterstützen.,0
8382," Ich habe mich gefragt, was mir gut tut und was nicht.",1
786," Ich habe auch vor ein paar Jahren mit einer Diät angefangen, die mir sehr gut gefallen hat, aber ich habe sie nicht durchgehalten.",1
17178, Ich werde es versuchen.,0
23570, Ich würde gerne mehr Zeit mit meiner Familie verbringen.,0
19687," Ich will mehr Gemüse, mehr Obst und weniger Kohlenhydrate essen.",0
10528," Ich habe mir immer vorgenommen das nächste Mal, wenn ich ein gutes Essen habe, dann nur noch die Hälfte zu essen.",0
7640," Ich möchte aufhören, mit einem Körper zu leben, der mir nicht gefällt.",0
23078, Weil ich unglücklich bin.,0
11742," Ich glaube, dass ich nicht lange genug auf Diät bleiben kann.",0
2640, Ich möchte wieder Spaß am Leben haben.,0
4314," Es ist auch wichtig, das ich nicht mehr alleine esse, sondern mit anderen Personen.",1
15637," Was muss sich ändern, damit du mit der Gewichtskontrolle besser zurecht kommst und das Abnehmen dich weniger anstrengt?",0
3470, Ja.,2
20328, Ich möchte auch gesünder leben und mich viel besser fühlen.,0
7014," Ich freue mich darauf, meine Kondition zu verbessern.",0
15227, Ich möchte auch nicht immer nur Salat.,0
13438," Was muss noch passieren, damit du weiterhin bei Essen und Bewegung auf dem richtigen Weg bleibst?",0
14059, Ich habe mich gesünder ernährt und weniger gegessen.,1
9902," Ich habe angefangen, mich regelmäßig zu bewegen.",1
17389, Ich habe dann immer wieder aufgegeben.,0
19048, Hallo!,0
3389, Ich möchte mir eine gesündere Ernährung zulegen.,2
22884, Ich bin hier um mich gesünder zu ernähren und mehr Sport zu treiben.,0
4770, Ich würde gerne mehr Sport treiben.,0
11898," Ich werde ihn als ein Geschenk ansehen, das mir gegeben wurde.",2
21938," Ich habe das Gefühl, dass ich ein paar Kilos zu viel auf den Hüften habe.",0
22284," Ich möchte gesünder leben, in meinem Körper ein besseres Gefühl haben und mehr Lebensfreude erleben.",0
3126," Ich werde mehr Sport treiben, weniger essen und mehr Wasser trinken.",2
6458," Ja, ich habe einige kleine Veränderungen vorgenommen.",1
214," Ich würde gerne einmal im Monat eine Spritze bekommen, um mein Gewicht zu kontrollieren.",0
2255," Ich bin frustriert, weil ich nicht abnehme.",0
19266," Ich habe ab und zu ein paar Bissen von dem, was ich gerne esse, vermieden.",1
20355, Ich möchte mein Gewicht reduzieren und eine gesunde Ernährung führen.,0
3704, Ich habe mehr Sport gemacht.,2
21496, Ich habe schon vieles ausprobiert.,1
15665," Ich habe einen guten Job, ein tolles Leben und viele Freunde und Bekannte.",0
9638," Ich habe schon vieles ausprobiert, aber nichts hat richtig funktioniert.",1
14775, Ich esse zu viel.,0
1698, Hallo!,0
14630," Ein weiterer Grund ist, dass ich einfach nicht genug Zeit für Sport habe.",0
22673, Ich könnte mehr Sport treiben.,0
17361, Ich bin einfach nicht der Typ dafür.,0
14457, Ich war sehr unternehmungslustig und wollte mehr machen.,1
12681," Ich kann es mir selbst leichter machen, wenn ich mich zu einem gesünderen Lebensstil bekehre.",0
19710, Ich möchte mehr Sport treiben.,0
11972, Ich werde sie in die richtige Perspektive rücken.,2
21605," Ich habe bereits vor einiger Zeit aufgehört zu rauchen, ich bin regelmäßig joggen und gehe drei Mal die Woche ins Fitnessstudio.",1
